known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
['artificial-intelligence'],heuristics,graph-theory,code-complexity,combinatorics,boolean-logic
[],algorithm,string,arrays,optimization,data-structures
"['probability', 'boolean', 'algorithm', 'optimization', 'string-concatenation', 'hashtable', 'string', 'hash', 'binary-tree', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'stack', 'memory-management', 'queue', 'recursion', 'sorting', 'linked-list', 'list']",heap-memory,hashmap,string-comparison,substring,set
"['boolean', 'optimization', 'string', 'hash', 'data-structures', 'arrays', 'heap-memory', 'memory-management', 'stack-memory', 'set']",algorithm,list,sorting,recursion,heap
"['graph', 'sorting']",hash,recursion,artificial-intelligence,boolean,queue
"['np-complete', 'mathematical-optimization', 'algorithm', 'tree', 'recursion']",heuristics,artificial-intelligence,path-finding,optimization,graph
"['algorithm', 'optimization', 'hash', 'data-structures', 'sorting']",memory-management,recursion,multidimensional-array,boolean,hashtable
[],algorithm,string,arrays,optimization,data-structures
"['string', 'arrays', 'memory-management']",algorithm,optimization,list,hash,sorting
['optimization'],memory-management,hash,recursion,substring,hashtable
"['complexity-theory', 'algorithm', 'optimization', 'hashtable', 'string-matching', 'string', 'hash', 'hashmap', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'stack', 'memory-management', 'stack-memory', 'queue', 'recursion', 'sorting', 'linked-list', 'list']",boolean,tree,set,mergesort,fibonacci
"['algorithm', 'optimization', 'string', 'sparse-matrix', 'arrays', 'adjacency-matrix', 'graph-theory', 'graph', 'priority-queue', 'recursion', 'list']",data-structures,sorting,tree,memory-management,hash
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['artificial-intelligence', 'algorithm', 'arrays', 'time-complexity']",optimization,graph-algorithm,big-o,np-complete,sorting
['algorithm'],optimization,sorting,tree,data-structures,graph
[],algorithm,string,arrays,optimization,probability
"['boolean', 'algorithm', 'string-concatenation', 'string', 'hash', 'arrays', 'stack', 'memory-management', 'sorting', 'list']",multidimensional-array,substring,recursion,optimization,data-structures
"['algorithm', 'optimization', 'string-concatenation', 'string-comparison', 'hashset', 'string', 'data-structures', 'arrays', 'memory-management', 'recursion', 'set', 'mergesort', 'sorting', 'list', 'set-theory']",multidimensional-array,hash,hashcode,string-matching,tail-recursion
[],algorithm,string,arrays,optimization,probability
"['string', 'hash', 'graph']",sorting,recursion,string-concatenation,algorithm,optimization
['string'],arrays,algorithm,optimization,list,sorting
"['algorithm', 'string', 'data-structures', 'arrays']",sorting,optimization,list,memory-management,recursion
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
['recursion'],set,boolean,multidimensional-array,queue,stack
"['algorithm', 'stability', 'hash-function', 'data-structures', 'arrays', 'sorting']",tail-recursion,optimization,treenode,sparse-matrix,hash-collision
"['sorting', 'list']",optimization,data-structures,recursion,hash,memory-management
['memory-management'],hash,recursion,hashtable,boolean,tree
"['algorithm', 'string', 'data-structures', 'arrays', 'set', 'sorting', 'list']",memory-management,hash,optimization,recursion,stack
"['mathematical-optimization', 'complexity-theory', 'boolean', 'artificial-intelligence', 'boolean-operations', 'abstract-data-type', 'algorithm', 'optimization', 'hash-collision', 'quadratic-probing', 'hashtable', 'string-matching', 'string', 'hash', 'binary-tree', 'graph-traversal', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'matrix-multiplication', 'graph-theory', 'graph', 'topological-sort', 'priority-queue', 'heap-memory', 'stack', 'memory-management', 'dynamic-allocation', 'heap', 'queue', 'big-o', 'time-complexity', 'max-flow', 'fibonacci', 'recursion', 'set', 'quicksort', 'combinatorics', 'binary-search', 'sorting', 'linked-list', 'list']",hashmap,substring,string-concatenation,probability,hashcode
['list'],algorithm,optimization,sorting,data-structures,recursion
"['string', 'arrays', 'sorting']",algorithm,optimization,list,data-structures,recursion
['partitioning'],code-complexity,heuristics,fifo,shortest-path,matrix-multiplication
['string'],algorithm,arrays,optimization,list,sorting
"['algorithm', 'list']",optimization,sorting,data-structures,recursion,hash
"['hash', 'sorting']",recursion,memory-management,string-concatenation,multidimensional-array,boolean
['sorting'],optimization,data-structures,recursion,memory-management,hash
"['algorithm', 'hashtable', 'string', 'hash', 'data-structures', 'multidimensional-array', 'greedy', 'arrays', 'graph', 'memory-management', 'sorting', 'linked-list', 'list']",optimization,tree,recursion,hashmap,queue
"['algorithm', 'string', 'sorting']",optimization,list,data-structures,memory-management,recursion
['arrays'],algorithm,optimization,list,sorting,data-structures
"['sorting', 'list']",optimization,data-structures,recursion,hash,boolean
['data-structures'],memory-management,optimization,tree,hash,recursion
"['backtracking', 'optimization', 'hashcode', 'hash-function', 'string', 'hash', 'hashmap', 'arrays', 'heap-memory', 'memory-management', 'recursion', 'set']",algorithm,list,data-structures,multidimensional-array,sorting
"['string', 'partitioning']",algorithm,code-complexity,optimization,data-structures,tree
['list'],algorithm,optimization,data-structures,sorting,hash
"['complexity-theory', 'subset-sum', 'algorithm', 'data-structures', 'arrays', 'tail-recursion', 'recursion', 'list']",optimization,sorting,memory-management,graph,hash
"['algorithm', 'optimization', 'string', 'hash', 'hashmap', 'multidimensional-array', 'arrays', 'stack', 'queue', 'recursion', 'set', 'combinatorics', 'binary-search', 'sorting']",list,data-structures,memory-management,hashcode,hashtable
[],algorithm,string,arrays,optimization,data-structures
"['graph-theory', 'tail-recursion']",dijkstra,path-finding,directed-graph,a-star,code-complexity
"['algorithm', 'sorting', 'list']",optimization,data-structures,recursion,hash,memory-management
"['boolean', 'algorithm', 'optimization', 'string', 'tree', 'arrays', 'memory-management', 'recursion', 'sorting', 'list']",data-structures,hash,linked-list,complexity-theory,multidimensional-array
['algorithm'],optimization,data-structures,sorting,tree,recursion
"['algorithm', 'optimization', 'hashset', 'string', 'rabin-karp', 'hashmap', 'tree', 'data-structures', 'heap-memory', 'queue', 'set', 'sorting', 'list']",memory-management,hashtable,linked-list,binary-search,multidimensional-array
[],algorithm,string,arrays,optimization,list
"['algorithm', 'optimization', 'substring', 'string', 'data-structures', 'multidimensional-array', 'arrays', 'queue', 'sorting']",boolean,hashtable,hash,list,memory-management
"['complexity-theory', 'algorithm', 'optimization', 'string', 'hash', 'arrays', 'recursion']",sorting,list,data-structures,memory-management,boolean
"['boolean', 'algorithm', 'string', 'queue']",optimization,sorting,recursion,list,data-structures
"['tree-traversal', 'data-structures', 'sorting']",binary-tree,halting-problem,binary-search-tree,turing-machines,mergesort
"['arrays', 'recursion', 'list']",sorting,optimization,hash,data-structures,set
['list'],algorithm,optimization,sorting,data-structures,hash
"['complexity-theory', 'boolean', 'algorithm', 'optimization', 'substring', 'hashtable', 'string-comparison', 'string', 'hash', 'data-structures', 'multidimensional-array', 'arrays', 'recursion', 'set', 'sorting', 'list']",queue,memory-management,string-concatenation,big-o,graph
['optimization'],memory-management,recursion,boolean,hash,substring
"['mathematical-optimization', 'arrays', 'queue', 'recursion']",optimization,boolean-operations,graph,hashcode,sorting
['arrays'],algorithm,optimization,data-structures,list,sorting
"['algorithm', 'data-structures', 'arrays']",optimization,sorting,tree,boolean,memory-management
"['string', 'multidimensional-array']",hash,memory-management,optimization,list,algorithm
[],algorithm,string,arrays,optimization,data-structures
['arrays'],algorithm,optimization,list,sorting,recursion
"['boolean-logic', 'algorithm', 'string', 'doubly-linked-list', 'data-structures', 'knapsack-problem', 'dynamic-programming', 'fibonacci', 'sorting', 'list']",optimization,depth-first-search,breadth-first-search,probability,recursion
"['string', 'data-structures', 'memory-management', 'sorting', 'linked-list']",algorithm,optimization,list,recursion,tree
"['complexity-theory', 'big-o', 'list']",optimization,data-structures,memory-management,artificial-intelligence,hash
['algorithm'],optimization,data-structures,sorting,memory-management,tree
"['complexity-theory', 'artificial-intelligence', 'list']",big-o,optimization,memory-management,hash,sorting
"['optimization', 'arrays']",algorithm,sorting,data-structures,graph,recursion
['algorithm'],optimization,sorting,data-structures,hash,memory-management
"['boolean', 'optimization', 'queue']",multidimensional-array,recursion,graph,set,string-concatenation
[],algorithm,string,arrays,optimization,data-structures
"['boolean', 'string', 'hash', 'arrays', 'memory-management']",algorithm,optimization,sorting,list,recursion
['string'],arrays,algorithm,optimization,list,sorting
"['algorithm', 'optimization', 'string-concatenation', 'list']",graph,hash,sorting,substring,recursion
"['complexity-theory', 'turing-complete', 'algorithm', 'optimization', 'string', 'hash', 'data-structures', 'multidimensional-array', 'arrays', 'memory-management', 'sorting', 'linked-list', 'list', 'set-intersection']",recursion,time-complexity,big-o,boolean,binary-tree
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,tail-recursion
"['non-deterministic', 'algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'memory-management', 'sorting', 'linked-list', 'list']",time-complexity,bubble-sort,complexity-theory,binary-tree,heap
"['algorithm', 'data-structures', 'set', 'linked-list']",optimization,stack,memory-management,hashmap,queue
"['complexity-theory', 'boolean', 'algorithm', 'optimization', 'substring', 'string-matching', 'string', 'hash', 'arrays', 'memory-management', 'set', 'sorting', 'list']",string-concatenation,recursion,graph,data-structures,artificial-intelligence
['graph'],artificial-intelligence,graph-theory,heuristics,code-complexity,combinatorics
"['complexity-theory', 'artificial-intelligence', 'algorithm', 'optimization', 'string', 'hash', 'data-structures', 'arrays', 'stack', 'memory-management', 'tail-recursion', 'set', 'quicksort', 'sorting', 'list']",recursion,heap-memory,graph,binary-tree,binary-search
"['algorithm', 'list']",optimization,sorting,data-structures,hash,recursion
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'optimization']",sorting,recursion,hash,data-structures,memory-management
"['data-structures', 'arrays', 'queue']",optimization,tree,sorting,memory-management,recursion
"['optimization', 'string', 'data-structures']",algorithm,list,sorting,boolean,memory-management
"['probability', 'artificial-intelligence', 'algorithm', 'greedy', 'dynamic-programming', 'recursion', 'sorting', 'list']",optimization,data-structures,np-complete,directed-graph,memory-management
"['boolean', 'recursion']",queue,tree,multidimensional-array,substring,hashtable
['hash'],recursion,multidimensional-array,set,boolean,string-concatenation
['boolean'],queue,tree,hashtable,substring,multidimensional-array
['string'],algorithm,arrays,optimization,list,sorting
"['string-comparison', 'string-matching', 'string', 'memory-management', 'set', 'list']",hashcode,string-concatenation,algorithm,optimization,hash
[],algorithm,string,arrays,optimization,data-structures
['queue'],graph,partitioning,string-matching,string-comparison,code-complexity
"['algorithm', 'string']",arrays,optimization,sorting,list,data-structures
"['tree', 'data-structures']",hash,boolean,recursion,complexity-theory,big-o
['graph'],artificial-intelligence,string-matching,boolean-logic,graph-theory,code-complexity
[],algorithm,string,arrays,optimization,probability
"['arrays', 'sorting']",algorithm,optimization,data-structures,recursion,hash
['sorting'],optimization,data-structures,recursion,memory-management,hash
"['boolean', 'algorithm', 'arrays', 'sorting']",optimization,data-structures,recursion,hash,queue
"['boolean', 'optimization', 'string', 'hashmap', 'data-structures', 'set']",queue,algorithm,list,sorting,memory-management
['hashmap'],hashtable,tree,queue,stack,linked-list
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'string', 'quicksort', 'mergesort', 'sorting', 'list']",optimization,binary-tree,data-structures,memory-management,complexity-theory
"['arrays', 'sorting']",algorithm,optimization,data-structures,recursion,boolean
"['halting-problem', 'big-o', 'time-complexity']",np-complete,turing-machines,path-finding,tree,binary-tree
['algorithm'],optimization,data-structures,sorting,tree,memory-management
[],algorithm,string,arrays,optimization,data-structures
"['string', 'heap-memory', 'recursion']",algorithm,optimization,data-structures,list,sorting
['list'],algorithm,optimization,sorting,data-structures,recursion
"['complexity-theory', 'algorithm', 'optimization', 'substring', 'string', 'tree', 'arrays', 'memory-management']",boolean,big-o,hash,sorting,data-structures
['string'],algorithm,arrays,optimization,sorting,list
"['boolean', 'optimization', 'substring', 'string', 'data-structures', 'memory-management']",algorithm,hash,hashtable,list,sorting
"['probability', 'boolean', 'algorithm', 'string', 'hashmap', 'arrays', 'heap-memory', 'memory-management', 'heap', 'big-o', 'time-complexity', 'fibonacci', 'recursion', 'combinatorics', 'list']",optimization,data-structures,sorting,complexity-theory,hash
"['boolean', 'algorithm', 'hashcode', 'hashset', 'string', 'hashmap', 'data-structures', 'arrays', 'recursion', 'sorting', 'list']",optimization,queue,hash,memory-management,set
"['artificial-intelligence', 'a-star', 'dijkstra', 'graph-theory', 'memory-management', 'recursion']",path-finding,graph,directed-graph,tree,shortest-path
"['algorithm', 'string-concatenation', 'string', 'data-structures']",optimization,list,sorting,hash,recursion
['arrays'],algorithm,optimization,list,sorting,data-structures
[],algorithm,string,arrays,data-structures,optimization
"['complexity-theory', 'boolean', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'string', 'hash', 'hashmap', 'tree', 'data-structures', 'arrays', 'stack', 'memory-management', 'code-complexity', 'fibonacci', 'recursion', 'combinatorics', 'sorting', 'linked-list', 'list']",hashtable,graph,artificial-intelligence,partitioning,probability
"['algorithm', 'optimization', 'string-concatenation', 'string', 'hash', 'multidimensional-array', 'arrays', 'memory-management', 'sorting', 'list']",recursion,data-structures,substring,stack,graph
"['artificial-intelligence', 'boolean-expression', 'algorithm', 'optimization', 'string', 'sorting']",probability,graph,list,memory-management,data-structures
"['algorithm', 'string', 'arrays']",optimization,list,sorting,data-structures,string-matching
"['hashtable', 'string', 'arrays']",algorithm,memory-management,optimization,list,data-structures
['arrays'],algorithm,optimization,list,sorting,data-structures
[],algorithm,string,arrays,optimization,proof
['algorithm'],optimization,data-structures,sorting,memory-management,tree
[],algorithm,string,arrays,optimization,data-structures
"['data-structures', 'graph']",artificial-intelligence,hash,recursion,heuristics,graph-theory
['optimization'],memory-management,recursion,hash,boolean,hashtable
"['data-structures', 'linked-list']",tree,recursion,hashmap,hash,hashtable
"['probability', 'np-complete', 'linear-programming', 'complexity-theory', 'artificial-intelligence', 'algorithm', 'optimization', 'string', 'arrays', 'graph-algorithm', 'graph-theory', 'memory-management', 'big-o', 'time-complexity', 'asymptotic-complexity', 'combinatorics', 'sorting', 'list']",data-structures,heuristics,hash,graph,dynamic-programming
"['boolean-logic', 'boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'string-comparison', 'string', 'hash', 'tree-traversal', 'tree', 'data-structures', 'multidimensional-array', 'sparse-matrix', 'arrays', 'dijkstra', 'adjacency-list', 'heap-memory', 'stack', 'memory-management', 'queue', 'fibonacci', 'recursion', 'set', 'lexicographic-ordering', 'combinatorics', 'binary-search', 'sorting', 'linked-list', 'list', 'singly-linked-list']",graph,hashtable,hashset,hashmap,hashcode
"['optimization', 'memory-management', 'list']",data-structures,sorting,hash,recursion,hashtable
"['string', 'hashmap', 'data-structures', 'recursion']",algorithm,memory-management,optimization,list,hash
['arrays'],algorithm,optimization,list,sorting,data-structures
['hash'],recursion,boolean,multidimensional-array,substring,stack
[],algorithm,string,arrays,optimization,probability
"['algorithm', 'string', 'arrays', 'recursion']",list,optimization,sorting,hash,data-structures
['string'],arrays,algorithm,optimization,hash,list
"['algorithm', 'time-complexity']",optimization,data-structures,sorting,divide-and-conquer,memory-management
"['algorithm', 'string']",optimization,arrays,sorting,data-structures,list
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'optimization', 'hash', 'binary-tree', 'data-structures', 'arrays', 'memory-management', 'queue', 'set', 'list']",sorting,recursion,multidimensional-array,linked-list,stack
"['string', 'treenode', 'tree', 'arrays', 'sorting', 'list']",algorithm,data-structures,optimization,recursion,hash
['string'],algorithm,arrays,optimization,sorting,list
[],algorithm,string,arrays,optimization,data-structures
"['boolean', 'algorithm', 'optimization', 'hashtable', 'string', 'hash', 'sparse-array', 'multidimensional-array', 'arrays', 'recursion', 'sorting']",data-structures,list,set,memory-management,linked-list
"['probability', 'np-complete', 'mathematical-optimization', 'linear-programming', 'optimization', 'list']",hash-collision,tail-recursion,set-theory,boolean-logic,sorting
"['algorithm', 'optimization', 'string', 'hashmap', 'set', 'list']",memory-management,data-structures,recursion,hash,stack
"['arrays', 'sorting']",algorithm,optimization,data-structures,recursion,tree
"['hashmap', 'memory-management']",hashtable,tree,hash,stack,linked-list
"['optimization', 'string-concatenation']",multidimensional-array,hash,recursion,string-matching,string-comparison
"['string', 'hash', 'memory-management']",optimization,algorithm,list,multidimensional-array,recursion
"['algorithm', 'string']",arrays,optimization,sorting,list,data-structures
['string'],algorithm,arrays,optimization,sorting,list
"['algorithm', 'string', 'data-structures']",optimization,sorting,list,memory-management,hashtable
"['algorithm', 'arrays']",optimization,sorting,list,data-structures,tree
"['optimization', 'memory-management']",hash,boolean,recursion,hashtable,multidimensional-array
"['mathematical-optimization', 'string-comparison', 'string', 'hash', 'arrays', 'memory-management', 'sorting', 'list']",algorithm,boolean-operations,optimization,string-concatenation,recursion
['algorithm'],optimization,data-structures,sorting,memory-management,tree
"['optimization', 'string', 'arrays']",algorithm,list,sorting,data-structures,recursion
"['string', 'list']",algorithm,arrays,optimization,sorting,data-structures
['string'],arrays,algorithm,optimization,list,sorting
"['boolean', 'algorithm', 'string', 'hash', 'data-structures', 'arrays', 'heap-memory', 'stack', 'memory-management', 'stack-memory', 'queue', 'list', 'singly-linked-list']",optimization,multidimensional-array,sorting,recursion,set
['optimization'],substring,recursion,hash,boolean,memory-management
[],algorithm,string,arrays,optimization,data-structures
"['set', 'list']",hash,memory-management,optimization,recursion,multidimensional-array
"['algorithm', 'string', 'data-structures', 'arrays', 'sorting', 'list']",optimization,memory-management,hash,boolean,recursion
['arrays'],algorithm,optimization,sorting,list,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['complexity-theory', 'boolean', 'boolean-expression', 'algorithm', 'optimization', 'hashset', 'string', 'red-black-tree', 'data-structures', 'arrays', 'dijkstra', 'graph', 'heap-memory', 'stack', 'memory-management', 'queue', 'time-complexity', 'recursion', 'set', 'mergesort', 'sorting', 'linked-list', 'list']",hash,multidimensional-array,hashcode,hashtable,hashmap
['string'],algorithm,arrays,optimization,list,sorting
"['algorithm', 'string', 'arrays']",optimization,list,sorting,data-structures,recursion
"['hash', 'memory-management']",recursion,multidimensional-array,boolean,stack,hashtable
"['string', 'arrays', 'recursion', 'list']",hash,algorithm,optimization,sorting,data-structures
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
['linear-programming'],set-theory,subset-sum,sparse-matrix,code-complexity,shortest-path
"['complexity-theory', 'algorithm', 'arrays', 'knapsack-problem', 'big-o']",artificial-intelligence,optimization,graph-theory,recursion,time-complexity
"['boolean', 'algorithm', 'optimization', 'hashcode', 'substring', 'hashtable', 'string-comparison', 'string', 'hash', 'hashmap', 'data-structures', 'multidimensional-array', 'arrays', 'memory-management', 'fibonacci', 'recursion', 'linked-list', 'list']",sorting,heap-memory,tree,queue,binary-tree
"['complexity-theory', 'boolean', 'algorithm', 'string', 'hash', 'binary-search-tree', 'data-structures', 'arrays', 'stack', 'memory-management', 'sorting', 'linked-list', 'list']",optimization,binary-tree,recursion,tree,heap-memory
"['substring', 'string', 'hash', 'sorting']",algorithm,optimization,list,recursion,memory-management
[],algorithm,string,arrays,optimization,data-structures
"['finite-automata', 'minimax', 'algorithm', 'string', 'tree', 'arrays']",np-complete,sparse-matrix,optimization,path-finding,data-structures
"['algorithm', 'data-structures']",optimization,sorting,tree,boolean,memory-management
"['boolean', 'algorithm', 'optimization', 'hashtable', 'string', 'hash', 'treenode', 'data-structures', 'multidimensional-array', 'arrays', 'memory-management', 'recursion', 'set', 'sorting', 'linked-list', 'list']",stack,queue,hash-function,heap-memory,breadth-first-search
['sorting'],optimization,data-structures,recursion,hash,memory-management
"['optimization', 'string-concatenation', 'string', 'arrays', 'heap-memory', 'recursion', 'sorting']",algorithm,list,multidimensional-array,hashtable,stack
"['algorithm', 'hash', 'arrays', 'queue', 'recursion']",memory-management,optimization,boolean,sorting,multidimensional-array
['arrays'],algorithm,optimization,list,sorting,data-structures
"['optimization', 'string-comparison', 'hash', 'arrays', 'graph', 'heap-memory']",artificial-intelligence,queue,string-concatenation,sorting,hashcode
['optimization'],tree,memory-management,hashtable,boolean,recursion
['algorithm'],optimization,data-structures,sorting,memory-management,recursion
"['algorithm', 'substring', 'string', 'data-structures', 'arrays', 'memory-management', 'recursion', 'sorting']",optimization,hash,list,boolean-logic,boolean
"['boolean', 'boolean-expression', 'algorithm', 'optimization', 'hashcode', 'string', 'hash', 'binary-search-tree', 'binary-tree', 'data-structures', 'multidimensional-array', 'arrays', 'adjacency-list', 'queue', 'big-o', 'recursion', 'sorting', 'list']",memory-management,linked-list,set,graph,hashtable
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'tree']",optimization,data-structures,memory-management,sorting,boolean
"['boolean', 'algorithm', 'optimization', 'string-concatenation', 'hash-collision', 'string', 'data-structures', 'set', 'sorting', 'list']",recursion,hash,multidimensional-array,memory-management,substring
"['string', 'binary-search']",algorithm,optimization,list,queue,set
"['mathematical-optimization', 'complexity-theory', 'algorithm', 'optimization', 'string', 'data-structures', 'multidimensional-array', 'arrays', 'graph-theory', 'graph']",artificial-intelligence,heuristics,sorting,combinatorics,list
"['algorithm', 'hashtable', 'string-matching', 'string', 'data-structures', 'arrays', 'stack', 'sorting']",memory-management,optimization,hash,list,hashmap
['recursion'],boolean,string-concatenation,multidimensional-array,substring,set
['arrays'],algorithm,optimization,list,sorting,recursion
['bubble-sort'],automata,set-intersection,red-black-tree,divide-and-conquer,proof
[],algorithm,string,arrays,optimization,data-structures
"['recursion', 'list']",hash,sorting,optimization,data-structures,boolean
"['string', 'memory-management']",optimization,algorithm,list,sorting,hash
"['stack', 'memory-management']",recursion,multidimensional-array,hashtable,hashmap,substring
"['string', 'hash', 'arrays', 'memory-management']",list,recursion,optimization,algorithm,stack
"['algorithm', 'string', 'hash', 'sorting']",recursion,list,optimization,data-structures,multidimensional-array
"['np-complete', 'artificial-intelligence', 'algorithm']",heuristics,optimization,sorting,data-structures,time-complexity
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
['optimization'],recursion,hash,boolean,substring,memory-management
"['data-structures', 'arrays']",algorithm,optimization,sorting,tree,memory-management
"['algorithm', 'arrays']",optimization,list,sorting,data-structures,recursion
"['boolean-expression', 'algorithm', 'recursion']",string-matching,optimization,hashcode,memory-management,string-concatenation
"['complexity-theory', 'boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'hashcode', 'substring', 'huffman-code', 'string', 'hash', 'tree', 'data-structures', 'kruskals-algorithm', 'prims-algorithm', 'arrays', 'minimum-spanning-tree', 'graph-theory', 'heap-memory', 'memory-management', 'big-o', 'sorting', 'list']",time-complexity,recursion,linked-list,binary-tree,graph-algorithm
['algorithm'],optimization,data-structures,sorting,memory-management,recursion
['optimization'],recursion,boolean,hash,memory-management,substring
['hash'],recursion,boolean,substring,multidimensional-array,hashtable
['algorithm'],optimization,sorting,data-structures,memory-management,recursion
[],algorithm,string,arrays,optimization,data-structures
['string'],arrays,algorithm,optimization,list,hash
"['arrays', 'sorting']",algorithm,optimization,data-structures,recursion,hash
['data-structures'],optimization,priority-queue,heap-memory,binary-tree,linked-list
"['complexity-theory', 'boolean-operations', 'algorithm', 'optimization', 'string-comparison', 'string', 'data-structures', 'arrays', 'dijkstra', 'recursion', 'set', 'list']",sorting,multidimensional-array,hash,string-concatenation,memory-management
"['mathematical-optimization', 'boolean-expression', 'algorithm', 'optimization', 'hashtable', 'string', 'hash', 'data-structures', 'arrays', 'heap-memory', 'stack', 'memory-management', 'queue', 'sorting', 'linked-list', 'list']",hashmap,recursion,multidimensional-array,binary-tree,hashcode
['hashmap'],hashtable,stack,linked-list,tree,queue
['data-structures'],optimization,hash,memory-management,recursion,boolean
['arrays'],algorithm,optimization,sorting,list,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['optimization', 'arrays']",algorithm,sorting,data-structures,memory-management,recursion
"['boolean-logic', 'boolean', 'induction', 'algorithm', 'optimization', 'computability', 'hashcode', 'huffman-code', 'hashset', 'string', 'hash', 'hashmap', 'binary-search-tree', 'binary-tree', 'red-black-tree', 'recursive-datastructures', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'dijkstra', 'graph', 'priority-queue', 'memory-management', 'dynamic-programming', 'tail-recursion', 'recursion', 'set', 'quicksort', 'mergesort', 'linear-search', 'sorting', 'list']",linked-list,hashtable,queue,stack,heap-memory
['optimization'],memory-management,hash,recursion,boolean,hashtable
"['algorithm', 'hash', 'sorting', 'list']",recursion,optimization,data-structures,memory-management,boolean
"['algorithm', 'optimization', 'string-comparison', 'string', 'hash', 'tree', 'data-structures', 'arrays', 'memory-management', 'sorting', 'list']",hashtable,recursion,hashmap,multidimensional-array,string-concatenation
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'data-structures']",optimization,sorting,memory-management,hashtable,tree
"['optimization', 'tree']",hashtable,hashmap,linked-list,partitioning,recursion
"['np-complete', 'complexity-theory', 'p-np', 'arrays', 'memory-management', 'sorting']",optimization,big-o,data-structures,path-finding,heuristics
"['string', 'memory-management']",algorithm,optimization,list,sorting,data-structures
"['turing-machines', 'optimization', 'string', 'multidimensional-array', 'arrays', 'memory-management']",algorithm,data-structures,list,sorting,recursion
['boolean'],queue,tree,multidimensional-array,graph,substring
"['algorithm', 'arrays']",optimization,sorting,list,data-structures,recursion
['data-structures'],optimization,recursion,hash,memory-management,boolean
"['substring', 'string', 'hash', 'arrays', 'list']",algorithm,optimization,recursion,sorting,memory-management
['algorithm'],optimization,data-structures,sorting,memory-management,recursion
"['algorithm', 'optimization']",sorting,data-structures,substring,recursion,boolean
"['algorithm', 'optimization']",sorting,data-structures,memory-management,recursion,hashtable
['sorting'],optimization,data-structures,boolean,recursion,hash
"['tree', 'data-structures', 'arrays', 'list']",memory-management,optimization,sorting,linked-list,hash
"['algorithm', 'string']",arrays,optimization,list,sorting,data-structures
"['algorithm', 'string', 'list']",arrays,optimization,sorting,data-structures,recursion
['list'],algorithm,optimization,sorting,data-structures,recursion
"['artificial-intelligence', 'algorithm', 'big-o']",complexity-theory,optimization,memory-management,sorting,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'string', 'hash', 'list']",optimization,memory-management,recursion,sorting,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'arrays', 'set']",hash,optimization,recursion,multidimensional-array,memory-management
['string'],arrays,algorithm,optimization,list,sorting
['tree'],graph,queue,partitioning,graph-theory,probability
"['string', 'data-structures', 'multidimensional-array', 'arrays', 'list']",optimization,algorithm,recursion,memory-management,hash
"['algorithm', 'string', 'sorting']",optimization,list,data-structures,hash,recursion
['sorting'],optimization,data-structures,recursion,hash,boolean
['data-structures'],optimization,memory-management,hash,recursion,boolean
['arrays'],algorithm,optimization,list,sorting,recursion
"['finite-automata', 'boolean', 'artificial-intelligence', 'turing-machines', 'halting-problem', 'algorithm', 'optimization', 'hash', 'binary-search-tree', 'binary-tree', 'b-tree', 'data-structures', 'arrays', 'directed-graph', 'dijkstra', 'graph-theory', 'graph', 'path-finding', 'stack', 'memory-management', 'queue', 'tail-recursion', 'recursion', 'ford-fulkerson', 'set', 'sorting']",combinatorics,multidimensional-array,tree,traveling-salesman,treenode
[],algorithm,string,arrays,optimization,data-structures
"['probability', 'complexity-theory', 'boolean-logic', 'algorithm', 'optimization', 'string', 'arrays', 'memory-management', 'big-o', 'time-complexity', 'set', 'sorting', 'heapsort', 'linked-list']",data-structures,list,hash,recursion,multidimensional-array
[],algorithm,string,arrays,optimization,data-structures
"['optimization', 'string', 'data-structures', 'multidimensional-array', 'arrays', 'memory-management', 'recursion', 'sorting', 'list']",hash,algorithm,boolean,string-concatenation,queue
"['probability', 'np-complete', 'algorithm', 'arrays']",tail-recursion,optimization,mathematical-optimization,memory-management,data-structures
