known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
"['boolean', 'algorithm', 'hash-function', 'string', 'hash', 'arrays', 'list']",adjacency-list,sparse-matrix,string-algorithm,treenode,set-operations
"['arrays', 'list']",algorithm,optimization,sorting,recursion,data-structures
"['algorithm', 'string', 'binary-tree', 'tree', 'data-structures', 'arrays', 'path-finding', 'stack', 'memory-management', 'recursion', 'sorting']",binary-search-tree,halting-problem,priority-queue,directed-graph,sparse-array
['list'],algorithm,optimization,memory-management,sorting,substring
"['algorithm', 'optimization', 'arrays', 'list']",recursion,hash,memory-management,boolean,substring
"['optimization', 'arrays']",recursion,hash,boolean,memory-management,substring
['string'],algorithm,optimization,arrays,list,sorting
"['algorithm', 'list']",optimization,sorting,data-structures,hash,recursion
"['string', 'arrays', 'sorting']",optimization,recursion,hash,data-structures,boolean
"['optimization', 'string']",hash,recursion,boolean,memory-management,substring
[],algorithm,string,arrays,optimization,probability
"['stack', 'stack-memory']",string-substitution,hashset,mergesort,hashcode,boolean-expression
['algorithm'],optimization,data-structures,sorting,hash,recursion
"['hash', 'arrays', 'recursion']",multidimensional-array,boolean,set,stack,string-concatenation
"['algorithm', 'string', 'arrays', 'recursion', 'set', 'sorting']",queue,stack,string-concatenation,string-matching,hashcode
"['arrays', 'list']",algorithm,optimization,sorting,data-structures,hash
"['optimization', 'string-concatenation', 'arrays']",stack,hashcode,string-matching,graph,queue
"['algorithm', 'optimization', 'arrays', 'queue', 'sorting', 'list']",string-comparison,graph,hashset,string-matching,artificial-intelligence
"['complexity-theory', 'algorithm']",tree,binary-tree,bubble-sort,greedy,np-complete
"['algorithm', 'optimization', 'string', 'memory-management', 'sorting']",recursion,tree,hashtable,hash,boolean
"['string', 'arrays', 'recursion']",multidimensional-array,boolean,set,substring,stack
['string'],algorithm,arrays,optimization,sorting,list
['algorithm'],optimization,sorting,data-structures,recursion,memory-management
"['boolean-expression', 'hashtable', 'arrays', 'queue']",partitioning,code-complexity,priority-queue,heuristics,fifo
"['string', 'data-structures', 'list']",optimization,memory-management,boolean,tree,recursion
"['algorithm', 'string', 'arrays', 'list']",optimization,sorting,data-structures,recursion,hash
"['probability', 'boolean', 'algorithm', 'optimization', 'string', 'data-structures', 'arrays']",heuristics,boolean-logic,fibonacci,binary-search,code-complexity
"['algorithm', 'optimization', 'string']",memory-management,substring,hashtable,recursion,boolean
"['hash', 'arrays', 'set']",queue,graph,string-concatenation,stack,string-matching
['algorithm'],optimization,sorting,data-structures,substring,recursion
"['algorithm', 'optimization', 'hashtable', 'string', 'list']",substring,stack,linked-list,tree,boolean-logic
['memory-management'],hash,hashtable,stack,hashmap,recursion
['arrays'],algorithm,optimization,list,sorting,data-structures
"['string', 'arrays', 'heap-memory', 'list']",stack-memory,binary-tree,hashtable,stack,mergesort
['string'],algorithm,arrays,optimization,list,sorting
"['algorithm', 'data-structures', 'memory-management']",hashmap,recursion,linked-list,tree,hashtable
"['algorithm', 'optimization', 'substring', 'string', 'data-structures', 'arrays', 'graph', 'stack', 'queue', 'set', 'sorting', 'list']",string-comparison,boolean-logic,artificial-intelligence,hashset,string-matching
['string'],algorithm,arrays,optimization,list,memory-management
['string'],arrays,algorithm,optimization,list,sorting
[],algorithm,string,arrays,optimization,heap-memory
"['string', 'sorting']",optimization,data-structures,recursion,memory-management,hash
"['algorithm', 'string-concatenation', 'hashtable', 'string', 'hash', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'memory-management', 'set', 'sorting']",queue,graph,string-comparison,hashset,binary-search
"['algorithm', 'optimization', 'string-concatenation', 'hashcode', 'substring', 'string-comparison', 'string', 'hash', 'hashmap', 'data-structures', 'multidimensional-array', 'arrays', 'graph', 'memory-management', 'queue', 'dynamic-programming', 'tail-recursion', 'recursion', 'divide-and-conquer', 'set', 'sorting', 'list']",minimax,string-substitution,backtracking,string-algorithm,amortized-analysis
"['string', 'arrays', 'list']",algorithm,optimization,sorting,hash,data-structures
['algorithm'],optimization,data-structures,sorting,memory-management,recursion
"['complexity-theory', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'string', 'hash', 'multidimensional-array', 'arrays', 'graph', 'heap-memory', 'memory-management', 'stack-memory', 'queue', 'code-complexity', 'big-o', 'recursion', 'sorting', 'list']",string-substitution,set-theory,asymptotic-complexity,greedy,b-tree
"['hashmap', 'data-structures', 'recursion']",queue,hashtable,linked-list,tree,stack
"['substring', 'string', 'list']",stack,boolean-logic,string-concatenation,string-matching,hashcode
['string'],algorithm,arrays,list,optimization,sorting
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
['substring'],stack,boolean-logic,string-concatenation,string-matching,hashcode
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'sorting']",optimization,data-structures,recursion,memory-management,boolean
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
"['optimization', 'arrays']",hash,memory-management,substring,recursion,boolean
['boolean'],queue,multidimensional-array,graph,tree,string-concatenation
"['linear-programming', 'boolean', 'backtracking', 'algorithm', 'optimization', 'substring', 'hashset', 'string', 'hashmap', 'data-structures', 'arrays', 'heap-memory', 'queue', 'partitioning', 'set', 'list']",string-substitution,adjacency-list,minimax,recursive-datastructures,amortized-analysis
['string'],hash,arrays,algorithm,optimization,recursion
"['artificial-intelligence', 'heuristics', 'algorithm', 'data-structures', 'graph', 'path-finding', 'recursion', 'set']",sparse-matrix,shortest-path,linear-programming,greedy,directed-acyclic-graphs
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,probability
"['complexity-theory', 'algorithm', 'big-o', 'time-complexity']",artificial-intelligence,np-complete,path-finding,binary-tree,linked-list
"['boolean', 'turing-machines', 'algorithm', 'hashcode', 'data-structures', 'arrays', 'memory-management', 'fibonacci', 'list']",halting-problem,finite-automata,boolean-expression,boolean-operations,fifo
['memory-management'],hashtable,tree,probability,recursion,complexity-theory
"['artificial-intelligence', 'algorithm', 'optimization', 'hashtable', 'string-comparison', 'string', 'hash', 'string-algorithm', 'binary-tree', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'stack', 'memory-management', 'stack-memory', 'heap', 'dynamic-arrays', 'dynamic-programming', 'recursion', 'set', 'sorting', 'list']",lexicographic-ordering,amortized-analysis,array-multisort,proof-of-correctness,consistent-hashing
[],algorithm,string,arrays,optimization,data-structures
"['string', 'arrays']",algorithm,optimization,sorting,list,recursion
['memory-management'],hashtable,hash,hashmap,tree,substring
[],algorithm,string,arrays,optimization,data-structures
['data-structures'],optimization,memory-management,hash,hashtable,recursion
[],algorithm,string,arrays,optimization,data-structures
"['string', 'hash', 'arrays']",recursion,string-concatenation,multidimensional-array,boolean,string-matching
[],algorithm,string,arrays,optimization,probability
['arrays'],algorithm,optimization,sorting,list,data-structures
['list'],algorithm,optimization,sorting,data-structures,recursion
"['sorting', 'list']",optimization,data-structures,recursion,memory-management,hash
"['multidimensional-array', 'arrays']",queue,graph,set,hashcode,string-concatenation
"['algorithm', 'graph', 'list']",artificial-intelligence,graph-theory,string-matching,partitioning,code-complexity
"['string', 'arrays', 'queue', 'sorting']",graph,string-comparison,partitioning,string-matching,hashset
['sorting'],optimization,data-structures,hash,memory-management,recursion
"['optimization', 'string', 'arrays', 'list']",hash,recursion,memory-management,substring,stack
['string'],algorithm,optimization,arrays,sorting,list
['list'],algorithm,optimization,sorting,data-structures,recursion
"['artificial-intelligence', 'algorithm', 'optimization', 'string', 'hash', 'multidimensional-array', 'arrays']",boolean-logic,string-comparison,string-matching,heuristics,probability
[],algorithm,string,arrays,optimization,graph
"['boolean', 'optimization', 'string', 'arrays', 'memory-management', 'sorting', 'list']",linked-list,multidimensional-array,tree,hashtable,substring
"['string', 'list']",algorithm,optimization,sorting,data-structures,hash
"['string', 'tree', 'arrays', 'queue']",partitioning,graph,string-matching,boolean-logic,graph-theory
['list'],algorithm,sorting,optimization,data-structures,recursion
"['string', 'hash', 'arrays', 'memory-management', 'queue', 'set', 'list']",graph,string-comparison,string-matching,hashset,artificial-intelligence
"['artificial-intelligence', 'graph', 'list']",heuristics,combinatorics,boolean-logic,graph-theory,probability
"['algorithm', 'optimization', 'string', 'hash', 'binary-tree', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'graph', 'big-o', 'list']",graph-theory,binary-search-tree,probability,priority-queue,quicksort
"['algorithm', 'optimization', 'string', 'hash', 'arrays']",recursion,boolean,multidimensional-array,substring,stack
"['string', 'arrays', 'recursion', 'list']",set,multidimensional-array,queue,boolean,stack
"['algorithm', 'sparse-matrix']",minimax,treenode,adjacency-list,traveling-salesman,knapsack-problem
['string'],arrays,hash,sorting,algorithm,optimization
['list'],algorithm,optimization,sorting,data-structures,recursion
"['artificial-intelligence', 'halting-problem', 'algorithm', 'data-structures', 'a-star', 'dijkstra', 'graph-theory']",recursive-datastructures,directed-acyclic-graphs,traveling-salesman,graph-algorithm,shortest-path
"['algorithm', 'optimization', 'substring', 'hashtable', 'string', 'hash', 'tree', 'data-structures', 'arrays', 'queue', 'partitioning', 'sorting', 'set-operations']",treenode,backtracking,recursive-datastructures,adjacency-list,knapsack-problem
"['heuristics', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'string', 'arrays', 'traveling-salesman', 'recursion', 'sorting', 'list']",string-algorithm,amortized-analysis,recursive-datastructures,adjacency-list,treenode
"['boolean-operations', 'boolean-expression', 'algorithm', 'string', 'tree', 'arrays', 'memory-management', 'recursion', 'sorting', 'list']",heuristics,code-complexity,partitioning,stability,backtracking
['algorithm'],optimization,data-structures,sorting,memory-management,tree
"['data-structures', 'linked-list']",priority-queue,binary-tree,bubble-sort,fifo,fibonacci
['sorting'],optimization,hashtable,data-structures,boolean,memory-management
['algorithm'],optimization,data-structures,sorting,memory-management,boolean
"['complexity-theory', 'boolean-logic', 'boolean', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'hashtable', 'string', 'hash', 'hashmap', 'binary-tree', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'memory-management', 'queue', 'time-complexity', 'recursion', 'set', 'binary-search', 'sorting', 'list']",priority-queue,bubble-sort,singly-linked-list,boolean-expression,heap
['arrays'],algorithm,optimization,list,sorting,hash
"['algorithm', 'string']",optimization,sorting,recursion,data-structures,hash
"['data-structures', 'a-star', 'graph', 'priority-queue']",greedy,directed-acyclic-graphs,graph-algorithm,matrix-multiplication,traveling-salesman
"['arrays', 'list']",algorithm,optimization,sorting,data-structures,recursion
['optimization'],tree,substring,string-matching,hashtable,memory-management
"['optimization', 'string', 'hash', 'tree', 'arrays']",queue,partitioning,boolean-logic,graph,probability
"['algorithm', 'optimization', 'binary-tree', 'data-structures', 'arrays']",quicksort,bubble-sort,heap,mergesort,tree-traversal
['string'],algorithm,arrays,optimization,list,sorting
['list'],algorithm,optimization,sorting,data-structures,recursion
['queue'],graph,string-comparison,string-matching,partitioning,artificial-intelligence
['list'],hash,algorithm,memory-management,optimization,sorting
"['string', 'hash', 'arrays']",recursion,multidimensional-array,boolean,string-concatenation,substring
['graph'],artificial-intelligence,string-matching,string-comparison,graph-theory,heuristics
"['algorithm', 'optimization', 'string', 'arrays', 'directed-graph', 'dijkstra', 'quicksort', 'sorting', 'list']",a-star,dynamic-programming,shortest-path,code-complexity,minimax
"['optimization', 'set', 'sorting']",queue,string-concatenation,string-comparison,graph,string-matching
"['optimization', 'string', 'arrays', 'list']",hash,recursion,memory-management,substring,boolean
['optimization'],memory-management,hashtable,boolean,hash,tree
['hashcode'],boolean-expression,string-matching,string-comparison,boolean-operations,hashset
[],algorithm,string,arrays,optimization,graph
"['string', 'hash', 'arrays', 'sorting', 'list']",recursion,boolean,multidimensional-array,substring,string-concatenation
[],algorithm,string,arrays,optimization,data-structures
['string'],arrays,algorithm,optimization,list,sorting
[],algorithm,string,arrays,optimization,data-structures
"['boolean', 'artificial-intelligence', 'backtracking', 'algorithm', 'optimization', 'substring', 'hash-function', 'string', 'hash', 'tree', 'data-structures', 'arrays', 'memory-management', 'fifo', 'recursion', 'set', 'combinatorics', 'sorting', 'stable-sort', 'list', 'set-intersection']",knapsack-problem,topological-sort,floyd-warshall,np,master-theorem
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['optimization', 'string-comparison', 'string', 'arrays', 'memory-management', 'set']",hashset,boolean-logic,binary-search,boolean-expression,boolean-operations
"['algorithm', 'recursion']",boolean,multidimensional-array,set,stack,substring
"['algorithm', 'optimization', 'string', 'set', 'sorting']",queue,stack,string-concatenation,hashcode,string-comparison
['arrays'],algorithm,sorting,optimization,data-structures,list
"['artificial-intelligence', 'string', 'hash', 'arrays', 'graph-theory', 'memory-management', 'sorting', 'list']",heuristics,partitioning,directed-graph,greedy,probability
['algorithm'],optimization,sorting,data-structures,memory-management,hashtable
['recursion'],boolean,set,stack,multidimensional-array,substring
"['algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'heap-memory', 'memory-management', 'list']",stack-memory,hashtable,substring,stack,binary-tree
[],algorithm,string,arrays,optimization,tail-recursion
"['algorithm', 'optimization']",memory-management,hash,recursion,hashtable,substring
"['boolean', 'algorithm', 'optimization', 'substring', 'string', 'hash', 'data-structures', 'multidimensional-array', 'arrays', 'graph', 'queue', 'recursion', 'sorting', 'list']",string-comparison,string-matching,artificial-intelligence,boolean-logic,hashset
[],algorithm,string,arrays,data-structures,optimization
"['hash', 'memory-management']",recursion,multidimensional-array,stack,set,boolean
['string'],algorithm,arrays,optimization,list,sorting
"['string', 'arrays']",algorithm,optimization,list,sorting,memory-management
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'optimization', 'string', 'stack', 'memory-management']",tree,boolean-logic,priority-queue,string-matching,queue
['algorithm'],optimization,sorting,data-structures,memory-management,recursion
['arrays'],algorithm,optimization,list,sorting,data-structures
['optimization'],recursion,substring,hash,memory-management,boolean
['optimization'],hash,memory-management,recursion,substring,boolean
['arrays'],algorithm,optimization,list,sorting,data-structures
['sorting'],optimization,data-structures,recursion,hash,boolean
"['string', 'memory-management']",hash,recursion,boolean,stack,substring
"['probability', 'np-complete', 'complexity-theory', 'np-hard', 'algorithm', 'optimization', 'string', 'hash', 'data-structures', 'arrays', 'dynamic-programming', 'big-o', 'recursion', 'sorting', 'linked-list', 'list']",set-intersection,string-algorithm,knapsack-problem,np,minimax
"['boolean', 'arrays']",queue,tree,multidimensional-array,substring,hashtable
"['optimization', 'graph-theory', 'list']",directed-graph,a-star,heuristics,path-finding,graph-algorithm
['string'],algorithm,arrays,optimization,sorting,list
['arrays'],optimization,algorithm,hash,list,memory-management
"['algorithm', 'tree', 'recursion']",queue,graph-theory,graph,partitioning,artificial-intelligence
"['boolean-logic', 'boolean']",heuristics,code-complexity,backtracking,priority-queue,matrix-multiplication
"['algorithm', 'string', 'binary-tree', 'tree', 'recursion', 'list']",priority-queue,binary-search-tree,bubble-sort,mergesort,huffman-code
['string'],algorithm,arrays,optimization,list,sorting
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
"['algorithm', 'string', 'combinatorics', 'list']",heuristics,mathematical-optimization,probability,np-complete,finite-automata
"['multidimensional-array', 'arrays']",queue,string-concatenation,set,stack,graph
[],algorithm,string,arrays,optimization,data-structures
"['data-structures', 'arrays']",optimization,memory-management,hash,recursion,boolean
"['algorithm', 'string', 'tree', 'memory-management', 'sorting']",binary-tree,partitioning,boolean-logic,probability,priority-queue
"['complexity-theory', 'algorithm', 'optimization', 'hashcode', 'hash-function', 'hashtable', 'string', 'hash', 'data-structures', 'multidimensional-array', 'arrays', 'adjacency-list', 'graph', 'path-finding', 'stack', 'memory-management', 'queue', 'quicksort', 'sorting', 'list']",string-algorithm,longest-substring,enqueue,string-substitution,lexicographic-ordering
"['boolean', 'algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'memory-management', 'set', 'list']",queue,tree,stack,substring,string-concatenation
['arrays'],algorithm,optimization,list,sorting,data-structures
['algorithm'],optimization,data-structures,sorting,memory-management,recursion
"['boolean', 'algorithm', 'optimization', 'string', 'hash', 'recursion', 'set', 'sorting', 'list', 'set-difference']",fifo,turing-machines,quicksort,halting-problem,graph-theory
"['hash', 'data-structures', 'priority-queue', 'heap']",bubble-sort,b-tree,singly-linked-list,insertion-sort,huffman-code
"['algorithm', 'string', 'arrays', 'binary-search', 'list']",boolean-expression,fifo,stability,matrix-multiplication,fibonacci
"['string-matching', 'string', 'data-structures', 'multidimensional-array', 'memory-management', 'set', 'sorting']",string-comparison,boolean-operations,hashset,boolean-expression,heuristics
['string'],arrays,algorithm,optimization,sorting,list
"['boolean', 'string', 'list']",queue,tree,multidimensional-array,substring,hashtable
['string'],algorithm,arrays,optimization,list,sorting
['recursion'],set,boolean,multidimensional-array,stack,substring
"['string', 'arrays', 'recursion', 'list']",boolean,multidimensional-array,graph,queue,string-concatenation
['string'],algorithm,arrays,optimization,list,sorting
"['string', 'hashmap', 'data-structures', 'stack', 'list']",queue,boolean-expression,tree,hashcode,priority-queue
"['boolean', 'hashmap', 'data-structures', 'arrays', 'heap-memory', 'list']",hashtable,stack,tree,linked-list,multidimensional-array
[],algorithm,string,arrays,optimization,data-structures
['data-structures'],optimization,hash,memory-management,recursion,boolean
"['artificial-intelligence', 'turing-machines', 'algorithm', 'optimization', 'string', 'breadth-first-search', 'arrays', 'dijkstra', 'graph', 'shortest-path', 'sorting']",minimax,traveling-salesman,knapsack-problem,treenode,ford-fulkerson
[],algorithm,string,arrays,optimization,probability
['memory-management'],hash,recursion,hashtable,boolean,tree
"['algorithm', 'string', 'hash', 'arrays']",recursion,multidimensional-array,substring,boolean,stack
['optimization'],memory-management,recursion,boolean,hash,tree
['complexity-theory'],substring,artificial-intelligence,boolean-logic,fibonacci,hashtable
"['heuristics', 'algorithm', 'optimization', 'string', 'arrays']",shortest-path,linear-programming,code-complexity,greedy,a-star
['memory-management'],hash,stack,hashtable,recursion,hashmap
"['string', 'arrays', 'sorting']",optimization,recursion,hash,data-structures,boolean
"['algorithm', 'optimization', 'string', 'hash', 'memory-management']",recursion,boolean,stack,linked-list,hashtable
['sorting'],optimization,data-structures,memory-management,recursion,boolean
"['boolean', 'boolean-expression', 'algorithm', 'optimization', 'string-concatenation', 'hashtable', 'string', 'hash', 'hashmap', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'graph', 'stack', 'heap', 'recursion', 'sorting', 'list']",set-theory,string-substitution,code-complexity,heuristics,asymptotic-complexity
['string'],arrays,algorithm,optimization,list,sorting
"['string', 'arrays']",algorithm,optimization,sorting,list,data-structures
['halting-problem'],computability,sparse-matrix,traveling-salesman,sparse-array,dijkstra
"['algorithm', 'recursion']",stack,multidimensional-array,set,queue,tree
['algorithm'],optimization,data-structures,sorting,tree,memory-management
[],algorithm,string,arrays,optimization,data-structures
"['probability', 'algorithm', 'optimization', 'hashtable', 'string', 'b-tree', 'data-structures', 'arrays', 'stack', 'memory-management', 'linked-list']",matrix-multiplication,sparse-array,insertion-sort,string-algorithm,stability
"['algorithm', 'string', 'data-structures']",optimization,memory-management,recursion,linked-list,boolean
"['algorithm', 'optimization', 'list']",hash,recursion,memory-management,substring,boolean
"['algorithm', 'optimization', 'string', 'arrays']",recursion,substring,hash,memory-management,boolean
[],algorithm,string,arrays,optimization,data-structures
['string'],arrays,algorithm,optimization,list,sorting
"['string', 'arrays', 'memory-management']",hash,stack,substring,recursion,hashtable
['arrays'],algorithm,optimization,list,sorting,string-matching
"['algorithm', 'substring', 'string', 'hash', 'memory-management', 'list']",stack,string-concatenation,string-matching,boolean-logic,hashcode
"['artificial-intelligence', 'arrays', 'memory-management']",boolean-logic,string-comparison,heuristics,probability,graph-theory
['hashtable'],tree,multidimensional-array,stack,queue,linked-list
"['algorithm', 'recursion']",multidimensional-array,substring,boolean,stack,string-concatenation
"['algorithm', 'hash']",recursion,boolean,substring,multidimensional-array,string-concatenation
['optimization'],hash,recursion,memory-management,string-matching,substring
"['algorithm', 'big-o']",complexity-theory,binary-tree,linked-list,tree,artificial-intelligence
"['artificial-intelligence', 'algorithm', 'optimization', 'arrays', 'heap-memory', 'memory-management', 'stack-memory']",binary-tree,heap,mergesort,np-complete,bubble-sort
['string'],arrays,algorithm,optimization,list,sorting
['string'],arrays,algorithm,optimization,list,sorting
"['optimization', 'string-matching', 'string', 'hash', 'arrays', 'memory-management', 'queue', 'set', 'list']",string-comparison,combinatorics,boolean-operations,heuristics,hashset
['hash'],recursion,multidimensional-array,set,boolean,stack
['optimization'],memory-management,boolean,hash,recursion,substring
"['hash', 'graph']",artificial-intelligence,string-matching,boolean-logic,heuristics,string-comparison
"['optimization', 'string', 'binary-tree', 'data-structures']",quicksort,bubble-sort,binary-search-tree,mergesort,heap
['optimization'],recursion,boolean,hash,memory-management,tree
"['string', 'arrays', 'queue']",graph,string-comparison,string-matching,partitioning,artificial-intelligence
['memory-management'],hash,recursion,boolean,multidimensional-array,hashtable
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'optimization', 'hashtable', 'arrays', 'list']",stack,tree,boolean-expression,linked-list,fibonacci
"['algorithm', 'tree']",partitioning,graph-theory,queue,priority-queue,binary-tree
['optimization'],tree,memory-management,recursion,substring,string-matching
['recursion'],set,multidimensional-array,boolean,queue,stack
"['arrays', 'sorting']",optimization,data-structures,recursion,hash,boolean
"['recursion', 'sorting']",boolean,set,multidimensional-array,queue,substring
"['optimization', 'hashtable', 'hash']",tree,substring,stack,boolean-expression,queue
"['algorithm', 'arrays']",optimization,data-structures,sorting,memory-management,tree
"['algorithm', 'sorting']",optimization,data-structures,tree,boolean,substring
['arrays'],algorithm,optimization,sorting,list,data-structures
"['boolean', 'algorithm', 'optimization', 'hashcode', 'substring', 'string', 'hash', 'hashmap', 'data-structures', 'arrays', 'dijkstra', 'graph', 'heap-memory', 'stack', 'memory-management', 'greatest-common-divisor', 'set', 'sorting', 'linked-list', 'list']",divide-and-conquer,string-algorithm,insertion-sort,set-intersection,ternary-search-tree
"['treenode', 'arrays', 'recursion']",adjacency-list,knapsack-problem,minimax,sparse-array,set-union
['finite-automata'],heuristics,linear-programming,code-complexity,set-theory,sparse-matrix
"['arrays', 'knapsack-problem']",clique,np,bellman-ford,minimax,planar-graph
"['algorithm', 'hash-collision', 'substring', 'string', 'hash', 'hashmap', 'multidimensional-array', 'arrays', 'memory-management', 'big-o', 'time-complexity', 'recursion', 'quicksort', 'sorting']",dynamic-arrays,sparse-matrix,b-tree,hash-function,heap
"['algorithm', 'optimization', 'string-concatenation', 'substring', 'string-matching', 'string', 'tree', 'multidimensional-array', 'arrays', 'graph', 'memory-management', 'queue', 'recursion', 'set', 'list']",boolean-expression,string-comparison,graph-theory,fibonacci,probability
['graph-theory'],directed-graph,greedy,partitioning,path-finding,heuristics
"['hashcode', 'string', 'hash', 'sorting', 'list']",string-matching,boolean-operations,string-comparison,graph,mathematical-optimization
"['hashcode', 'hash']",string-matching,boolean-operations,boolean-expression,string-comparison,hashset
"['memory-management', 'recursion']",multidimensional-array,hashtable,boolean,tree,queue
"['algorithm', 'string', 'stack']",queue,tree,graph,boolean-logic,hashcode
"['substring', 'string', 'arrays', 'sorting', 'list']",boolean-logic,string-matching,stack,fibonacci,set-theory
[],algorithm,string,arrays,optimization,probability
"['string', 'hash', 'arrays', 'recursion']",multidimensional-array,set,boolean,string-concatenation,stack
['list'],algorithm,optimization,memory-management,hash,multidimensional-array
"['algorithm', 'tail-recursion', 'recursion']",boolean-operations,boolean-expression,hashset,mathematical-optimization,set-theory
"['optimization', 'string', 'data-structures', 'arrays', 'list']",memory-management,hash,recursion,hashtable,boolean
['optimization'],memory-management,recursion,hashtable,hash,boolean
['mathematical-optimization'],heuristics,hash-collision,set-theory,boolean-logic,boolean-operations
[],algorithm,string,arrays,optimization,data-structures
"['boolean', 'algorithm', 'hash', 'arrays', 'memory-management']",multidimensional-array,queue,substring,set,hashtable
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'optimization', 'string', 'arrays', 'big-o', 'recursion']",complexity-theory,artificial-intelligence,boolean,substring,binary-tree
['hash'],recursion,multidimensional-array,boolean,stack,substring
"['algorithm', 'optimization', 'hashcode', 'substring', 'string', 'hash', 'data-structures', 'sorting', 'set-theory']",string-substitution,stability,backtracking,string-algorithm,adjacency-list
"['artificial-intelligence', 'algorithm', 'string', 'hashmap', 'list']",boolean-logic,probability,code-complexity,binary-search,string-matching
"['boolean', 'algorithm', 'string', 'sorting', 'list']",queue,tree,hashtable,substring,multidimensional-array
"['algorithm', 'optimization', 'string-matching', 'string', 'hash', 'data-structures', 'arrays', 'memory-management', 'recursion', 'sorting']",boolean-expression,fibonacci,boolean-logic,probability,boolean-operations
"['optimization', 'arrays']",hash,recursion,memory-management,multidimensional-array,boolean
"['hashcode', 'hashmap', 'data-structures', 'sorting']",queue,binary-search,tree,hashset,string-comparison
"['complexity-theory', 'boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'hashcode', 'substring', 'huffman-code', 'hashset', 'string', 'hash', 'hashmap', 'binary-search-tree', 'binary-tree', 'recursive-datastructures', 'doubly-linked-list', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'array-algorithms', 'graph', 'heap-memory', 'memory-management', 'knapsack-problem', 'dynamic-programming', 'tail-recursion', 'branch-and-bound', 'max-flow', 'towers-of-hanoi', 'recursion', 'sorting', 'linked-list', 'list']",ford-fulkerson,bellman-ford,master-theorem,union-find,dependency-graph
"['complexity-theory', 'boolean', 'algorithm', 'substring', 'string', 'hash', 'arrays', 'recursion']",boolean-logic,artificial-intelligence,fibonacci,tree,graph
['algorithm'],optimization,data-structures,sorting,tree,complexity-theory
['memory-management'],hash,recursion,hashtable,boolean,multidimensional-array
"['optimization', 'string', 'fibonacci', 'recursion']",fifo,boolean-expression,boolean-logic,bubble-sort,finite-automata
"['turing-machines', 'halting-problem', 'algorithm', 'data-structures', 'arrays']",traveling-salesman,computability,directed-acyclic-graphs,greedy,np-hard
"['np-complete', 'algorithm', 'string']",dynamic-programming,breadth-first-search,p-np,path-finding,knapsack-problem
"['complexity-theory', 'artificial-intelligence', 'algorithm', 'optimization', 'string', 'binary-search-tree', 'binary-tree', 'data-structures', 'kruskals-algorithm', 'prims-algorithm', 'arrays', 'minimum-spanning-tree', 'recursion', 'quicksort']",np-hard,traveling-salesman,clique,computability,directed-acyclic-graphs
"['complexity-theory', 'algorithm', 'optimization', 'stability', 'string', 'arrays', 'graph', 'sorting']",string-substitution,backtracking,sparse-array,string-algorithm,recursive-datastructures
"['boolean', 'algorithm', 'optimization', 'string', 'red-black-tree', 'arrays', 'fifo', 'recursion', 'quicksort', 'sorting', 'linked-list', 'list']",automata,non-deterministic,recursive-datastructures,matrix-multiplication,set-intersection
['string'],algorithm,arrays,optimization,list,sorting
"['algorithm', 'string', 'arrays']",optimization,sorting,data-structures,recursion,boolean
"['boolean', 'algorithm', 'optimization', 'data-structures', 'heap-memory', 'memory-management', 'stack-memory']",hashtable,stack,substring,mergesort,heap
"['boolean', 'algorithm', 'optimization', 'string-concatenation', 'string-substitution', 'substring', 'hashtable', 'string-comparison', 'string-matching', 'string', 'hash', 'hashmap', 'multidimensional-array', 'arrays', 'memory-management', 'fibonacci', 'recursion', 'set', 'lexicographic-ordering', 'sorting', 'list']",heap-table,amortized-analysis,longest-substring,enqueue,array-multisort
[],algorithm,string,arrays,data-structures,optimization
"['algorithm', 'optimization', 'string-concatenation', 'string', 'graph']",string-matching,artificial-intelligence,string-comparison,graph-theory,code-complexity
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'list']",optimization,sorting,data-structures,memory-management,recursion
['algorithm'],optimization,tree,data-structures,sorting,probability
